percentage,mean_1RM,std_1RM,mean_RPE,std_RPE
20,97.83333333333333,13.814243856734734,1.6,0.20341905108624314
30,97.83333333333333,13.814243856734734,2.0,0.0
40,97.83333333333333,13.814243856734734,3.4545454545454546,0.4816377493823486
50,97.83333333333333,13.814243856734734,4.375,0.3595974761140379
60,97.83333333333333,13.814243856734734,5.6923076923076925,0.405532037478854
70,97.83333333333333,13.814243856734734,7.105263157894737,0.518268792071108
80,97.83333333333333,13.814243856734734,8.285714285714286,0.31388241028717223
