percentage,mean_1RM,std_1RM,mean_RPE,std_RPE
10,35.689655172413794,7.2855211024325595,0.4,0.2070196678027063
20,35.689655172413794,7.2855211024325595,1.2666666666666666,0.6796357567879738
30,35.689655172413794,7.2855211024325595,1.6666666666666667,1.1547005383792515
40,35.689655172413794,7.2855211024325595,2.555555555555556,1.563471919941143
50,35.689655172413794,7.2855211024325595,3.9791666666666665,1.9339041131988988
60,35.689655172413794,7.2855211024325595,4.813333333333333,1.7272742082472579
70,35.689655172413794,7.2855211024325595,5.694444444444445,1.8377921968302506
80,35.689655172413794,7.2855211024325595,8.052631578947368,1.4509525002200232
90,35.689655172413794,7.2855211024325595,8.9375,1.1170352980738154
